order_id,product_id,quantity,unit_price
1143,35,2,388.58
1143,37,3,451.22
1143,89,3,272.6
1143,60,3,449.67
1144,4,1,430.17
1144,12,2,142.92
1144,23,2,148.33
1144,86,1,90.54
1144,100,1,419.6
1145,28,3,108.33
1145,54,3,251.09
1145,13,1,48.16
1145,96,1,346.17
1145,2,2,83.54
1146,85,3,86.15
1146,5,1,280.9
1146,9,3,167.68
1146,52,1,269.61
1147,92,1,161.07
1147,31,2,315.13
1147,59,2,461.42
1147,8,3,215.49
1148,80,1,143.26
1148,14,2,192.68
1148,41,2,210.92
1149,97,2,414.93
1149,10,1,213.97
1149,56,3,498.51
1149,91,2,111.74
1150,70,1,288.23
1150,51,2,60.94
1150,96,1,346.17
1151,100,1,419.6
1151,47,2,10.72
1152,63,1,192.52
1152,25,1,170.38
1152,19,2,490.89
1152,8,2,215.49
1152,80,2,143.26
1153,71,1,223.14
1154,79,3,165.85
1154,35,2,388.58
1154,3,1,466.27
1154,57,3,358.71
1155,64,2,487.53
1155,13,1,48.16
1155,69,1,46.67
1155,26,1,281.01
1155,82,3,109.33
1156,56,2,498.51
1157,70,2,288.23
1157,38,1,382.64
1157,66,3,56.83
1158,30,2,158.92
1158,4,1,430.17
1158,97,1,414.93
1158,1,3,197.66
1158,36,2,105.76
1159,1,3,197.66
1159,91,3,111.74
1159,69,2,46.67
1159,78,1,370.32
1160,36,2,105.76
1160,73,2,126.02
1160,88,3,209.19
1160,32,1,237.32
1161,37,1,451.22
1161,60,3,449.67
1161,79,2,165.85
1162,32,1,237.32
1162,8,2,215.49
1162,34,3,251.75
1162,61,3,264.68
1162,2,3,83.54
1163,21,2,43.77
1164,34,1,251.75
1164,48,3,332.08
1164,15,1,256.0
1164,25,2,170.38
1165,16,3,451.95
1166,42,1,124.17
1166,63,3,192.52
1166,43,3,179.75
1166,39,1,130.11
1166,62,3,353.41
1167,24,1,423.97
1167,63,2,192.52
1167,40,1,13.13
1168,22,1,237.9
1168,65,2,51.6
1168,42,2,124.17
1168,1,1,197.66
1168,57,1,358.71
1169,48,3,332.08
1170,69,1,46.67
1170,47,2,10.72
1171,8,2,215.49
1171,15,1,256.0
1171,25,2,170.38
1172,11,3,362.94
1172,12,2,142.92
1172,57,3,358.71
1172,71,2,223.14
1173,93,2,139.85
1174,27,3,13.9
1175,68,3,411.78
1176,12,2,142.92
1176,66,3,56.83
1176,4,1,430.17
1177,14,3,192.68
1177,17,1,97.88
1177,3,2,466.27
1178,81,3,46.6
1178,6,2,457.83
1178,36,1,105.76
1179,55,1,39.35
1179,75,1,164.35
1179,78,1,370.32
1180,53,2,126.7
1180,90,3,482.67
1180,80,3,143.26
1180,19,3,490.89
1181,58,2,55.58
1181,29,3,286.27
1181,66,1,56.83
1182,73,1,126.02
1183,23,1,148.33
1183,27,2,13.9
1183,78,1,370.32
1184,53,2,126.7
1184,26,1,281.01
1184,6,1,457.83
1185,16,1,451.95
1185,27,3,13.9
1185,62,2,353.41
1186,12,1,142.92
1186,18,3,404.13
1186,83,1,392.17
1186,41,2,210.92
1186,69,2,46.67
1187,37,2,451.22
1187,25,2,170.38
1187,56,3,498.51
1187,39,3,130.11
1187,27,1,13.9
1188,85,2,86.15
1189,89,2,272.6
1189,77,2,353.36
1189,36,3,105.76
1190,48,1,332.08
1191,75,3,164.35
1191,41,1,210.92
1191,14,3,192.68
1191,38,1,382.64
1191,49,3,426.01
1192,80,2,143.26
1192,71,1,223.14
1192,75,1,164.35
1192,62,3,353.41
1193,17,1,97.88
1194,36,1,105.76
1195,31,3,315.13
1195,29,3,286.27
1196,81,3,46.6
1196,98,2,351.47
1196,31,1,315.13
1196,14,1,192.68
1196,85,2,86.15
1197,79,3,165.85
1198,64,2,487.53
1198,3,1,466.27
1199,100,2,419.6
1200,100,2,419.6
1200,70,2,288.23
1201,66,2,56.83
1201,39,3,130.11
1201,60,1,449.67
1201,6,2,457.83
1202,95,1,87.23
1203,41,3,210.92
1203,62,2,353.41
1203,94,2,68.76
1203,65,1,51.6
1204,65,2,51.6
1204,4,1,430.17
1204,46,3,475.99
1204,27,1,13.9
1205,100,1,419.6
1205,68,3,411.78
1205,19,2,490.89
1205,26,1,281.01
1205,25,1,170.38
1206,75,2,164.35
1206,70,1,288.23
1206,22,3,237.9
1206,38,3,382.64
1206,60,2,449.67
1207,13,2,48.16
1207,68,1,411.78
1207,89,1,272.6
1208,73,3,126.02
1209,25,3,170.38
1209,52,1,269.61
1209,59,3,461.42
1209,68,3,411.78
1210,55,3,39.35
1211,50,3,366.34
1211,2,3,83.54
1211,49,3,426.01
1211,100,1,419.6
1211,52,1,269.61
1212,76,1,402.4
1212,7,2,372.93
1212,40,1,13.13
1212,94,3,68.76
1213,49,1,426.01
1213,42,2,124.17
1213,65,3,51.6
1214,87,2,238.37
1215,18,3,404.13
1215,21,3,43.77
1215,81,3,46.6
1215,37,2,451.22
1215,13,3,48.16
1216,2,3,83.54
1216,28,1,108.33
1216,16,3,451.95
1216,6,1,457.83
1217,72,3,482.47
1217,93,3,139.85
1217,1,2,197.66
1218,33,3,299.93
1218,68,3,411.78
1218,59,1,461.42
1219,69,2,46.67
1219,32,2,237.32
1219,25,2,170.38
1220,49,1,426.01
1220,89,2,272.6
1220,59,1,461.42
1220,95,1,87.23
1220,82,1,109.33
1221,9,3,167.68
1221,86,3,90.54
1222,55,3,39.35
1223,96,1,346.17
1223,94,2,68.76
1223,54,3,251.09
1223,39,3,130.11
1224,61,3,264.68
1224,82,1,109.33
1224,88,3,209.19
1224,39,2,130.11
1224,29,3,286.27
1225,2,1,83.54
1225,90,3,482.67
1225,28,2,108.33
1225,57,3,358.71
1225,68,1,411.78
1226,14,3,192.68
1226,17,3,97.88
1226,54,2,251.09
1226,95,1,87.23
1227,11,2,362.94
1227,43,3,179.75
1227,41,3,210.92
1228,31,3,315.13
1229,26,1,281.01
1229,92,1,161.07
1229,10,2,213.97
1229,37,3,451.22
1230,50,2,366.34
1230,18,3,404.13
1230,35,3,388.58
1231,93,1,139.85
1231,33,1,299.93
1231,32,2,237.32
1232,21,2,43.77
1232,58,3,55.58
1232,29,3,286.27
1232,93,2,139.85
1232,5,2,280.9
1233,18,1,404.13
1233,5,2,280.9
1233,68,3,411.78
1233,40,2,13.13
1234,33,2,299.93
1234,2,2,83.54
1234,98,2,351.47
1234,15,2,256.0
1235,50,3,366.34
1235,18,3,404.13
1235,15,2,256.0
1235,77,3,353.36
1236,55,1,39.35
1236,44,2,421.39
1236,81,2,46.6
1237,20,3,477.5
1237,34,2,251.75
1237,43,2,179.75
1238,23,1,148.33
1238,79,2,165.85
1238,74,1,137.89
1238,78,1,370.32
1239,61,2,264.68
1239,79,3,165.85
1239,35,1,388.58
1239,6,1,457.83
1240,100,1,419.6
1240,34,3,251.75
1240,14,1,192.68
1241,92,3,161.07
1241,30,3,158.92
1241,72,3,482.47
1241,53,1,126.7
1242,79,1,165.85
1242,18,3,404.13
1243,68,3,411.78
1243,50,2,366.34
1243,18,2,404.13
1243,20,3,477.5
1243,46,3,475.99
1244,24,1,423.97
1244,73,1,126.02
1244,53,1,126.7
1244,56,2,498.51
1245,48,3,332.08
1245,64,1,487.53
1245,35,3,388.58
1245,83,2,392.17
1246,63,1,192.52
1246,84,3,296.51
1247,99,2,29.76
1247,75,1,164.35
1247,21,2,43.77
1248,81,1,46.6
1248,47,3,10.72
1249,5,1,280.9
1249,7,2,372.93
1249,94,2,68.76
1249,10,2,213.97
1250,82,1,109.33
1250,5,2,280.9
1250,75,3,164.35
1250,56,1,498.51
1251,11,2,362.94
1251,1,2,197.66
1251,7,2,372.93
1251,77,3,353.36
1251,14,3,192.68
1252,40,1,13.13
1252,44,1,421.39
1252,93,1,139.85
1253,61,3,264.68
1254,52,3,269.61
1254,17,2,97.88
1254,84,3,296.51
1255,98,1,351.47
1255,84,1,296.51
1255,89,3,272.6
1256,24,2,423.97
1256,92,3,161.07
1256,17,3,97.88
1257,74,1,137.89
1257,65,2,51.6
1257,59,1,461.42
1257,88,1,209.19
1257,26,1,281.01
1258,51,3,60.94
1258,48,1,332.08
1258,100,1,419.6
1258,52,3,269.61
1259,8,3,215.49
1259,81,2,46.6
1259,69,1,46.67
1259,87,1,238.37
1260,12,1,142.92
1260,28,3,108.33
1260,86,1,90.54
1260,33,2,299.93
1261,3,2,466.27
1262,23,2,148.33
1262,19,2,490.89
1262,59,1,461.42
1263,74,3,137.89
1263,83,2,392.17
1263,40,2,13.13
1264,56,3,498.51
1264,87,2,238.37
1265,41,1,210.92
1266,64,2,487.53
1266,63,1,192.52
1266,87,1,238.37
1267,2,3,83.54
1267,21,3,43.77
1267,66,2,56.83
1267,48,1,332.08
1268,69,3,46.67
1268,93,3,139.85
1268,64,3,487.53
1268,44,2,421.39
1268,46,2,475.99
1269,95,1,87.23
1269,24,3,423.97
1269,8,2,215.49
1269,34,2,251.75
1269,93,1,139.85
1270,95,1,87.23
1270,22,2,237.9
1270,98,2,351.47
1270,30,3,158.92
1270,7,1,372.93
1271,85,1,86.15
1272,78,2,370.32
1272,64,3,487.53
1273,38,2,382.64
1273,83,1,392.17
1273,100,1,419.6
1274,76,2,402.4
1274,90,2,482.67
1275,68,3,411.78
1275,55,3,39.35
1275,64,2,487.53
1275,89,3,272.6
1276,38,2,382.64
1277,17,2,97.88
1277,34,3,251.75
1277,82,2,109.33
1277,98,3,351.47
1278,20,3,477.5
1278,95,2,87.23
1278,66,1,56.83
1278,28,3,108.33
1279,53,2,126.7
1280,3,1,466.27
1281,74,3,137.89
1281,57,3,358.71
1281,72,1,482.47
1281,38,3,382.64
1281,23,3,148.33
1282,9,3,167.68
1282,49,2,426.01
1283,16,3,451.95
1283,17,1,97.88
1284,46,2,475.99
1284,65,1,51.6
1284,45,1,439.83
1284,78,2,370.32
1285,76,2,402.4
1285,10,2,213.97
1285,1,3,197.66
1285,44,3,421.39
1285,83,3,392.17
1286,47,3,10.72
1287,30,2,158.92
1287,34,2,251.75
1287,87,2,238.37
1288,84,1,296.51
1289,37,2,451.22
1289,27,2,13.9
1290,92,2,161.07
1291,66,1,56.83
1292,84,1,296.51
1292,28,3,108.33
1292,10,2,213.97
1292,94,3,68.76
1293,31,3,315.13
1293,42,3,124.17
1293,58,3,55.58
1294,42,3,124.17
1294,80,2,143.26
1294,3,1,466.27
1295,20,3,477.5
1296,10,1,213.97
1296,82,1,109.33
1297,51,3,60.94
1297,40,1,13.13
1298,85,3,86.15
1299,41,2,210.92
1300,99,3,29.76
1300,64,3,487.53
1300,71,1,223.14
1301,82,1,109.33
1301,59,2,461.42
1301,7,1,372.93
1301,63,2,192.52
1302,80,2,143.26
1303,82,2,109.33
1304,50,1,366.34
1304,86,1,90.54
1305,52,3,269.61
1305,23,1,148.33
1305,33,1,299.93
1305,92,2,161.07
1306,58,2,55.58
1306,20,3,477.5
1306,1,3,197.66
1307,33,3,299.93
1308,6,3,457.83
1308,62,3,353.41
1308,66,1,56.83
1308,80,2,143.26
1309,67,3,75.42
1309,64,3,487.53
1309,85,1,86.15
1309,43,3,179.75
1309,21,3,43.77
1310,56,3,498.51
1310,25,2,170.38
1310,50,2,366.34
1310,73,2,126.02
1310,14,2,192.68
1311,87,3,238.37
1312,87,3,238.37
1312,29,3,286.27
1312,65,1,51.6
1312,47,3,10.72
1312,58,1,55.58
1313,19,1,490.89
1313,96,2,346.17
1313,78,2,370.32
1313,3,1,466.27
1314,78,2,370.32
1314,93,1,139.85
1314,74,2,137.89
1315,58,2,55.58
1315,70,1,288.23
1315,95,2,87.23
1316,95,1,87.23
1316,29,1,286.27
1316,25,3,170.38
1317,74,3,137.89
1317,100,1,419.6
1317,30,3,158.92
1317,10,2,213.97
1318,43,2,179.75
1318,50,3,366.34
1318,9,1,167.68
1318,79,2,165.85
1319,47,1,10.72
1319,81,1,46.6
1319,7,1,372.93
1319,19,1,490.89
1320,64,2,487.53
1320,68,2,411.78
1321,99,2,29.76
1321,73,1,126.02
1321,46,1,475.99
1321,67,2,75.42
1321,86,1,90.54
1322,42,3,124.17
1322,30,3,158.92
1323,84,2,296.51
1324,13,3,48.16
1324,79,1,165.85
1325,28,3,108.33
1325,64,1,487.53
1325,50,1,366.34
1326,60,3,449.67
1326,82,2,109.33
1326,74,2,137.89
1326,88,3,209.19
1326,22,2,237.9
1327,23,3,148.33
1327,51,3,60.94
1328,61,3,264.68
1328,41,2,210.92
1328,25,1,170.38
1328,12,3,142.92
1328,10,2,213.97
1329,69,1,46.67
1329,63,3,192.52
1330,57,2,358.71
1331,78,2,370.32
1331,25,3,170.38
1331,94,2,68.76
1331,13,2,48.16
1332,35,2,388.58
1332,15,3,256.0
1332,76,2,402.4
1332,91,2,111.74
1332,73,3,126.02
1333,98,2,351.47
1333,84,3,296.51
1333,50,1,366.34
1333,23,3,148.33
1333,82,2,109.33
1334,74,3,137.89
1335,99,2,29.76
1335,64,3,487.53
1336,46,2,475.99
1337,86,2,90.54
1337,82,3,109.33
1338,1,1,197.66
1338,83,2,392.17
1338,57,3,358.71
1339,70,1,288.23
1340,12,1,142.92
1340,83,1,392.17
1340,16,1,451.95
1341,56,2,498.51
1341,58,3,55.58
1341,17,1,97.88
1341,3,2,466.27
1341,62,2,353.41
1342,54,3,251.09
1342,55,2,39.35
1342,10,2,213.97
1343,88,3,209.19
1343,49,2,426.01
1343,2,1,83.54
1343,12,3,142.92
1344,31,1,315.13
1344,35,1,388.58
1344,1,1,197.66
1345,84,2,296.51
1345,48,3,332.08
1345,44,2,421.39
1345,59,2,461.42
1346,54,2,251.09
1346,83,2,392.17
1346,99,3,29.76
1347,25,3,170.38
1347,93,2,139.85
1347,18,2,404.13
1347,76,2,402.4
1348,98,1,351.47
1349,1,2,197.66
1349,56,3,498.51
1349,67,1,75.42
1350,31,1,315.13
1350,32,3,237.32
1351,55,1,39.35
1351,98,1,351.47
1351,90,2,482.67
1352,82,2,109.33
1352,3,2,466.27
1352,54,1,251.09
1352,13,2,48.16
1353,2,1,83.54
1353,42,2,124.17
1354,70,1,288.23
1354,77,2,353.36
1355,9,1,167.68
1355,82,1,109.33
1355,54,3,251.09
1355,20,3,477.5
1355,75,2,164.35
1356,46,1,475.99
1357,15,1,256.0
1357,7,2,372.93
1357,56,3,498.51
1357,51,1,60.94
1358,56,1,498.51
1358,59,2,461.42
1359,8,3,215.49
1359,35,3,388.58
1359,16,3,451.95
1359,59,2,461.42
1359,85,2,86.15
1360,56,3,498.51
1360,87,2,238.37
1360,26,2,281.01
1360,14,2,192.68
1360,77,1,353.36
1361,80,2,143.26
1361,50,2,366.34
1361,87,3,238.37
1361,7,2,372.93
1361,71,1,223.14
1362,20,3,477.5
1362,78,1,370.32
1363,66,3,56.83
1364,70,2,288.23
1364,67,2,75.42
1364,40,3,13.13
1364,92,3,161.07
1365,65,2,51.6
1365,20,2,477.5
1365,33,3,299.93
1365,100,2,419.6
1365,28,3,108.33
1366,69,2,46.67
1366,88,2,209.19
1366,56,3,498.51
1366,23,1,148.33
1367,2,1,83.54
1367,100,3,419.6
1368,9,2,167.68
1368,42,3,124.17
1368,33,2,299.93
1368,63,1,192.52
1369,25,1,170.38
1370,58,1,55.58
1370,20,1,477.5
1370,94,2,68.76
1370,85,2,86.15
1371,98,2,351.47
1371,94,1,68.76
1371,67,3,75.42
1371,9,1,167.68
1372,24,3,423.97
1372,38,3,382.64
1372,97,1,414.93
1372,52,3,269.61
1372,40,1,13.13
1373,11,3,362.94
1373,54,2,251.09
1373,42,3,124.17
1373,8,3,215.49
1374,85,3,86.15
1374,28,1,108.33
1375,73,1,126.02
1375,53,2,126.7
1375,82,3,109.33
1376,29,1,286.27
1377,9,1,167.68
1377,47,3,10.72
1377,14,1,192.68
1377,66,2,56.83
1377,94,3,68.76
1378,4,2,430.17
1379,77,3,353.36
1379,7,2,372.93
1379,39,2,130.11
1379,56,3,498.51
1380,8,3,215.49
1380,99,3,29.76
1380,45,1,439.83
1381,13,1,48.16
1381,78,3,370.32
1381,98,2,351.47
1382,64,3,487.53
1382,72,1,482.47
1383,80,3,143.26
1384,56,3,498.51
1384,69,1,46.67
1385,80,3,143.26
1386,87,3,238.37
1386,7,1,372.93
1386,82,2,109.33
1386,55,2,39.35
1387,55,3,39.35
1388,93,2,139.85
1388,50,2,366.34
1388,13,3,48.16
1388,14,1,192.68
1389,36,1,105.76
1389,21,3,43.77
1389,1,1,197.66
1389,53,2,126.7
1389,61,3,264.68
1390,96,3,346.17
1390,45,1,439.83
1390,71,2,223.14
1390,20,3,477.5
1390,36,3,105.76
1391,63,3,192.52
1391,92,2,161.07
1391,88,3,209.19
1391,76,2,402.4
1392,37,1,451.22
1392,1,1,197.66
1393,26,1,281.01
1394,9,2,167.68
1394,96,1,346.17
1394,67,2,75.42
1395,76,2,402.4
1395,72,1,482.47
1395,78,1,370.32
1396,79,2,165.85
1396,39,2,130.11
1396,82,2,109.33
1397,79,2,165.85
1398,45,1,439.83
1398,65,3,51.6
1398,28,3,108.33
1398,24,1,423.97
1398,47,1,10.72
1399,18,2,404.13
1400,28,3,108.33
1400,34,1,251.75
1401,57,2,358.71
1401,97,3,414.93
1402,8,2,215.49
1402,69,3,46.67
1402,42,1,124.17
1402,74,2,137.89
1403,23,2,148.33
1403,31,3,315.13
1403,79,2,165.85
1403,85,2,86.15
1403,96,1,346.17
1404,33,1,299.93
1404,69,1,46.67
1404,24,3,423.97
1405,16,1,451.95
1406,83,2,392.17
1406,44,3,421.39
1406,62,2,353.41
1407,87,2,238.37
1408,27,3,13.9
1409,98,1,351.47
1409,47,2,10.72
1409,48,2,332.08
1409,32,1,237.32
1409,21,3,43.77
1410,79,1,165.85
1410,64,1,487.53
1411,41,3,210.92
1411,22,1,237.9
1411,20,1,477.5
1411,88,2,209.19
1412,33,1,299.93
1412,90,1,482.67
1413,73,3,126.02
1413,45,2,439.83
1414,56,2,498.51
1414,42,1,124.17
1414,22,1,237.9
1414,71,2,223.14
1414,1,1,197.66
1415,54,3,251.09
1416,89,2,272.6
1416,42,3,124.17
1416,99,3,29.76
1417,40,3,13.13
1418,79,1,165.85
1418,38,2,382.64
1419,21,3,43.77
1419,67,2,75.42
1419,49,3,426.01
1419,24,2,423.97
1419,47,3,10.72
1420,74,3,137.89
1420,25,3,170.38
1421,3,1,466.27
1421,99,3,29.76
1421,55,3,39.35
1421,97,2,414.93
1422,60,3,449.67
1422,93,1,139.85
1422,28,2,108.33
1422,49,2,426.01
1422,3,3,466.27
1423,87,2,238.37
1423,18,1,404.13
1424,91,1,111.74
1424,86,2,90.54
1425,48,2,332.08
1425,3,1,466.27
1425,9,1,167.68
1425,11,3,362.94
1426,96,2,346.17
1426,4,1,430.17
1426,100,2,419.6
1426,28,2,108.33
1427,44,3,421.39
1427,97,3,414.93
1427,49,3,426.01
1427,90,3,482.67
1428,28,1,108.33
1428,95,2,87.23
1428,63,3,192.52
1428,12,3,142.92
1429,61,2,264.68
1429,2,1,83.54
1429,68,3,411.78
1429,4,1,430.17
1429,89,3,272.6
1430,71,1,223.14
1430,95,3,87.23
1430,10,1,213.97
1430,23,3,148.33
1430,91,3,111.74
1431,43,2,179.75
1431,58,1,55.58
1431,89,3,272.6
1431,96,2,346.17
1432,35,1,388.58
1432,37,3,451.22
1432,43,2,179.75
1432,15,2,256.0
1433,22,1,237.9
1433,20,3,477.5
1434,36,2,105.76
1434,99,2,29.76
1435,17,3,97.88
1435,76,3,402.4
1435,73,2,126.02
1436,27,3,13.9
1437,58,1,55.58
1438,87,3,238.37
1438,49,3,426.01
1438,6,3,457.83
1438,94,1,68.76
1438,56,3,498.51
1439,34,3,251.75
1439,44,3,421.39
1439,10,1,213.97
1439,5,3,280.9
1439,50,3,366.34
1440,79,1,165.85
1440,19,2,490.89
1441,75,3,164.35
1441,67,2,75.42
1442,40,3,13.13
1443,63,2,192.52
1443,65,3,51.6
1444,14,2,192.68
1444,97,3,414.93
1444,8,1,215.49
1444,32,3,237.32
1445,47,2,10.72
1446,43,2,179.75
1446,84,3,296.51
1446,97,1,414.93
1446,54,3,251.09
1446,23,3,148.33
1447,79,1,165.85
1447,39,2,130.11
1447,10,1,213.97
1447,18,3,404.13
1448,70,3,288.23
1448,79,3,165.85
1448,75,3,164.35
1448,87,3,238.37
1448,1,2,197.66
1449,68,1,411.78
1450,1,2,197.66
1451,37,3,451.22
1452,27,2,13.9
1452,91,1,111.74
1453,100,3,419.6
1453,53,1,126.7
1454,84,2,296.51
1454,43,2,179.75
1454,72,2,482.47
1454,85,1,86.15
1454,65,2,51.6
1455,100,1,419.6
1455,15,1,256.0
1456,92,1,161.07
1456,91,3,111.74
1456,64,1,487.53
1456,54,1,251.09
1457,10,1,213.97
1457,88,3,209.19
1457,65,2,51.6
1457,8,3,215.49
1457,39,1,130.11
1458,99,3,29.76
1459,73,2,126.02
1459,63,3,192.52
1459,43,3,179.75
1459,99,2,29.76
1460,16,1,451.95
1460,72,3,482.47
1461,9,3,167.68
1462,36,1,105.76
1462,60,3,449.67
1462,22,3,237.9
1462,77,1,353.36
1463,16,1,451.95
1464,46,2,475.99
1464,80,2,143.26
1464,89,1,272.6
1464,57,1,358.71
1465,17,3,97.88
1466,14,1,192.68
1466,18,2,404.13
1467,15,1,256.0
1467,58,3,55.58
1467,97,1,414.93
1467,3,1,466.27
1467,40,2,13.13
1468,68,1,411.78
1468,70,1,288.23
1468,71,3,223.14
1469,79,2,165.85
1469,22,1,237.9
1469,4,1,430.17
1470,15,1,256.0
1470,49,2,426.01
1470,45,1,439.83
1471,12,1,142.92
1471,71,3,223.14
1471,73,2,126.02
1471,14,1,192.68
1472,6,1,457.83
1473,59,3,461.42
1474,97,1,414.93
1474,42,1,124.17
1475,82,3,109.33
1475,22,3,237.9
1475,20,1,477.5
1475,25,1,170.38
1476,85,1,86.15
1476,58,1,55.58
1477,73,3,126.02
1478,12,2,142.92
1478,77,2,353.36
1478,40,3,13.13
1478,1,2,197.66
1478,10,1,213.97
1479,52,2,269.61
1479,5,2,280.9
1480,63,1,192.52
1480,21,3,43.77
1481,47,3,10.72
1481,7,3,372.93
1481,90,3,482.67
1482,56,3,498.51
1483,89,2,272.6
1483,88,1,209.19
1484,27,1,13.9
1484,47,1,10.72
1485,91,2,111.74
1485,24,1,423.97
1485,54,1,251.09
1485,17,2,97.88
1486,35,1,388.58
1486,49,2,426.01
1486,16,3,451.95
1486,63,1,192.52
1486,32,3,237.32
1487,13,3,48.16
1487,27,1,13.9
1487,29,1,286.27
1488,51,1,60.94
1488,57,2,358.71
1488,26,1,281.01
1488,8,2,215.49
1488,76,2,402.4
1489,82,1,109.33
1490,73,2,126.02
1490,81,2,46.6
1490,88,2,209.19
1491,31,1,315.13
1491,73,1,126.02
1492,29,2,286.27
1492,85,2,86.15
1492,67,1,75.42
1492,47,1,10.72
1493,13,3,48.16
1493,76,1,402.4
1493,41,1,210.92
1493,65,3,51.6
1493,3,2,466.27
1494,51,1,60.94
1495,63,3,192.52
1495,47,2,10.72
1495,6,2,457.83
1495,12,3,142.92
1496,83,2,392.17
1496,16,2,451.95
1497,1,3,197.66
1497,3,2,466.27
1497,29,3,286.27
1498,47,3,10.72
1498,66,3,56.83
1498,92,3,161.07
1499,50,3,366.34
1499,96,1,346.17
1499,37,1,451.22
1500,65,1,51.6
1501,3,1,466.27
1501,18,2,404.13
1501,28,2,108.33
1501,22,1,237.9
1501,1,3,197.66
1502,71,1,223.14
1502,78,3,370.32
1502,1,1,197.66
1502,52,2,269.61
1502,96,2,346.17
1503,59,2,461.42
1504,96,3,346.17
1505,50,2,366.34
1505,60,3,449.67
1506,3,1,466.27
1506,36,2,105.76
1506,52,3,269.61
1507,85,3,86.15
1507,19,3,490.89
1508,81,3,46.6
1508,37,2,451.22
1508,26,2,281.01
1508,94,2,68.76
1508,78,3,370.32
1509,98,1,351.47
1509,82,1,109.33
1509,64,2,487.53
1509,22,3,237.9
1509,2,2,83.54
1510,4,1,430.17
1511,87,2,238.37
1511,44,2,421.39
1511,30,2,158.92
1511,37,1,451.22
1512,38,3,382.64
1512,19,3,490.89
1512,93,2,139.85
1513,88,3,209.19
1514,38,2,382.64
1514,44,2,421.39
1514,28,3,108.33
1514,9,2,167.68
1515,2,1,83.54
1515,72,1,482.47
1515,7,3,372.93
1516,3,2,466.27
1516,55,2,39.35
1516,93,1,139.85
1516,75,2,164.35
1516,45,2,439.83
1517,18,1,404.13
1517,58,3,55.58
1517,89,2,272.6
1518,53,1,126.7
1518,81,1,46.6
1519,4,2,430.17
1519,73,1,126.02
1519,67,3,75.42
1519,21,3,43.77
1519,34,1,251.75
1520,91,2,111.74
1520,56,2,498.51
1520,86,1,90.54
1521,26,1,281.01
1521,54,2,251.09
1522,15,2,256.0
1522,63,1,192.52
1522,8,1,215.49
1523,47,2,10.72
1523,22,2,237.9
1524,85,1,86.15
1524,11,2,362.94
1525,58,2,55.58
1526,24,1,423.97
1526,70,3,288.23
1527,39,2,130.11
1527,9,2,167.68
1527,63,3,192.52
1528,13,2,48.16
1529,58,1,55.58
1529,79,2,165.85
1530,35,1,388.58
1530,71,3,223.14
1530,22,1,237.9
1530,15,1,256.0
1530,58,3,55.58
1531,80,3,143.26
1531,81,1,46.6
1531,14,3,192.68
1531,4,2,430.17
1532,56,1,498.51
1532,14,2,192.68
1532,18,2,404.13
1533,36,2,105.76
1533,93,2,139.85
1533,53,2,126.7
1533,62,3,353.41
1534,49,1,426.01
1534,22,3,237.9
1534,43,2,179.75
1535,8,1,215.49
1535,96,3,346.17
1535,88,2,209.19
1536,74,3,137.89
1536,75,1,164.35
1537,60,3,449.67
1537,2,1,83.54
1537,75,3,164.35
1538,16,2,451.95
1538,2,3,83.54
1538,19,2,490.89
1538,67,1,75.42
1539,31,1,315.13
1539,68,2,411.78
1539,87,3,238.37
1540,19,1,490.89
1540,2,3,83.54
1540,32,3,237.32
1541,98,3,351.47
1541,53,1,126.7
1541,44,3,421.39
1541,73,3,126.02
1541,16,1,451.95
1542,24,3,423.97
1542,68,1,411.78
1542,27,2,13.9
1543,2,2,83.54
1543,56,1,498.51
1544,94,3,68.76
1545,29,2,286.27
1545,7,1,372.93
1545,30,1,158.92
1545,72,3,482.47
1545,68,2,411.78
1546,60,3,449.67
1546,52,3,269.61
1546,76,1,402.4
1546,19,3,490.89
1547,95,1,87.23
1548,2,3,83.54
1548,63,2,192.52
1548,13,1,48.16
1549,46,2,475.99
1549,63,3,192.52
1549,38,2,382.64
1549,98,1,351.47
1549,40,2,13.13
1550,15,2,256.0
1550,40,2,13.13
1550,32,1,237.32
1550,66,3,56.83
1550,59,3,461.42
1551,32,3,237.32
1551,15,3,256.0
1551,99,2,29.76
1552,53,3,126.7
1552,64,2,487.53
1552,55,3,39.35
1553,80,1,143.26
1553,21,3,43.77
1553,73,2,126.02
1553,49,1,426.01
1554,92,1,161.07
1554,61,1,264.68
1555,30,1,158.92
1555,63,1,192.52
1555,97,3,414.93
1556,11,2,362.94
1556,74,2,137.89
1556,86,2,90.54
1556,6,3,457.83
1556,42,1,124.17
1557,9,2,167.68
1557,88,1,209.19
1557,30,1,158.92
1558,51,1,60.94
1558,67,3,75.42
1558,84,3,296.51
1558,30,2,158.92
1559,89,3,272.6
1559,71,3,223.14
1559,11,2,362.94
1559,83,1,392.17
1560,93,3,139.85
1560,81,1,46.6
1560,12,2,142.92
1561,21,3,43.77
1562,24,3,423.97
1562,31,1,315.13
1562,55,2,39.35
1563,94,2,68.76
1563,85,1,86.15
1563,28,3,108.33
1564,9,1,167.68
1565,68,2,411.78
1566,37,1,451.22
1566,10,2,213.97
1567,92,3,161.07
1567,16,1,451.95
1567,56,2,498.51
1567,96,1,346.17
1568,14,3,192.68
1569,60,1,449.67
1569,49,2,426.01
1569,22,1,237.9
